Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
37,15997771,alalalaaaqqq,"2026-05-16 20:22:03",0.82778,3,alalalaaaqqq
38,16065995,"Jozef Makis","2026-05-29 18:17:48",0.82334,9,jozefmakis
39,15592635,"Jason Karpeles","2026-04-13 17:17:32",0.82054,4,jasonkarpeles
40,16125068,kreiack,"2026-06-01 00:01:48",0.82042,7,kreiack
41,16195440,Fahim,"2026-06-04 15:51:02",0.81655,1,idsalifou
42,15610727,AutoDetect,"2026-04-21 21:53:10",0.81545,4,"antonoof,tmdofi"
43,15661620,"Kush Patel","2026-06-09 01:48:57",0.81512,10,kushp3690
44,16091082,"Talaksh Rabari","2026-06-01 22:23:38",0.81493,5,talakshrabari
45,16091062,"kush patel","2026-06-01 20:15:31",0.81491,6,kushpatel7391
46,15604407,"Nishant Valvi","2026-04-28 21:30:28",0.80417,14,nishantvalvi1504
47,16228649,A_Il_Scientist,"2026-06-04 16:09:15",0.80273,2,fahimdu
48,15916105,JunHee_Jang,"2026-06-09 00:16:31",0.79539,21,"byeori0107,junheejang"
49,16078378,"Raffi Ardhi Naufal","2026-05-27 08:52:19",0.79222,2,raffiardhi
50,15944504,all-coder,"2026-05-28 21:35:23",0.79169,11,allcoder
51,15790985,"Avik Das","2026-04-30 11:14:31",0.79148,2,avikdas567
52,15909503,"Mirza Milan Farabi","2026-05-09 12:21:36",0.79148,2,mirzamilanfarabi
53,15779674,"Dmytro Cheshenko","2026-05-03 12:04:18",0.79118,8,deelle
54,16135594,Vinymo,"2026-06-08 07:14:47",0.78935,10,vinymo
55,16048314,piyyakks,"2026-05-29 08:54:31",0.78574,4,piyyakks
56,15612796,"Kunj Nehal Golwala","2026-04-26 05:04:13",0.78559,10,kunjnehalgolwala
57,15939966,"Jeongho Seo","2026-05-14 12:47:49",0.78407,5,seojeongho
58,15602074,"Roni Goldsmid","2026-04-14 07:56:53",0.78284,9,ronigoldsmid
59,16016838,Omar,"2026-05-19 16:41:24",0.78263,1,omarafik
60,16149035,k.mas,"2026-06-02 17:03:28",0.78263,1,kgethimas
61,15625978,"Jeki Wan Taufik","2026-06-03 10:22:24",0.78263,2,jek1wantaufik
62,16202766,Victory,"2026-06-05 02:37:48",0.77669,4,victoryoflive
63,15592104,"Aditya Singh Senger","2026-06-01 16:33:23",0.77586,20,"adityasinghsengar122,yashverdhan0"
64,15864762,"Satyasai gattupalli","2026-05-15 06:34:25",0.77060,3,"adi4r86,satyasaigattupalli"
65,16074081,"Danish Ahmeddd","2026-05-26 17:50:53",0.76845,2,danishahmeddd
66,15836156,"Barath vel","2026-05-21 16:58:26",0.76699,6,barathvel
67,16081254,"KAMAKSHI sharan","2026-06-01 11:25:18",0.76541,3,kamakshisharan
68,16274442,S.Aoki,"2026-06-09 16:00:35",0.75908,3,soyaoki
69,16277248,Nesryyyne,"2026-06-09 15:57:26",0.75809,2,nesryyyne
70,15663925,"Rasyid Kusnady","2026-04-24 01:05:54",0.75398,4,rasyidkusnady
71,16026693,"Mr. Bruce","2026-06-09 13:15:23",0.75347,7,"mahima0787,muhammaddanyalmalik"
72,15739157,CaraEvangeline,"2026-04-28 09:56:17",0.74451,8,caraevangeline
73,15610249,"Auto Researcher","2026-04-13 16:28:45",0.74132,3,autoresearcher
74,15832628,HannaLee622,"2026-05-07 01:29:57",0.73158,2,hannalee622
75,15812026,liangwencan,"2026-05-06 10:57:12",0.72904,4,lianglianglll
76,16004099,"Quartz Yu ","2026-05-18 18:15:23",0.72282,1,quartzyu
77,15756023,"KADİR KURTULUŞ","2026-04-28 09:14:27",0.70409,3,kadirkrtls
78,15756055,"Marc Rubí García","2026-04-28 12:45:10",0.69358,3,marcrubgarca
79,16125329,owl,"2026-05-31 08:14:22",0.69139,1,yaroslav2710
80,16107134,gurt,"2026-05-30 08:39:53",0.64441,4,whhlli
81,15803410,"Benson Wainaina","2026-06-04 22:42:50",0.58731,12,bensonkamau
82,15592144,SaberAthena2006,"2026-05-19 23:39:20",0.55100,2,saberathena2006
83,15592122,"Ansh Singh","2026-05-29 17:11:09",0.54953,1,"anshsingh3105,gaund2025"
84,15883650,Ogurtsov,"2026-05-10 16:40:05",0.54881,3,ogurtsov
85,15955339,Jyoti,"2026-05-24 15:22:01",0.54747,5,hillhack
86,15598455,youjiaxuan,"2026-04-14 17:34:35",0.54619,2,youjiaxuan
87,15592863,Invincible,"2026-04-11 01:09:14",0.54339,1,lakhindarpal
88,15603537,"Haradi Bots","2026-04-16 15:42:54",0.54339,1,haradibots
89,15640216,"Dhuruv Pandya","2026-05-17 07:08:57",0.54339,1,dhuruvpandya
90,16110739,"Takeda Kaito","2026-05-31 06:13:52",0.54339,2,takedakaito
91,16030954,novacadet,"2026-06-02 17:46:02",0.54339,7,novacadet
92,15923758,"Hoang Khanh Tung","2026-05-12 05:35:31",0.54180,2,hoangkhanhtung
93,15985487,"Anshu Ji","2026-05-22 10:59:32",0.53860,1,japaniteel
94,15592789,"Harveen Kaur","2026-05-31 12:44:51",0.19259,1,harveen214
95,15889288,"Rahul Sharma","2026-05-30 10:57:02",0.17084,2,dallamagod
96,15596038,"Himanshu Dhiman","2026-04-11 09:54:30",0.00000,2,hmnshudhmn24
97,15640397,"satish shah001","2026-05-22 09:24:43",0.00000,2,satishshah001
